#Timestamp-Hour:Minute:Second:Millisecond, Current Scene Index, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
17:18:42:914, 4, (-322.0179, 214.0124, 644.1786), (0.5871288, 0, 0.8094935, 0)

17:18:43:919, 4, (-313.0557, 215.0213, 641.5311), (0.5775727, 0, 0.8163393, 0)

17:18:44:918, 4, (-299.7522, 217.0915, 634.7793), (0.5632791, 0, 0.8262667, 0)

17:18:45:922, 4, (-281.7632, 219.8812, 625.6647), (0.5632791, 0, 0.8262667, 0)

17:18:46:911, 4, (-257.7623, 223.6138, 613.4915), (0.5632791, 0, 0.8262667, 0)

17:18:47:910, 4, (-232.3286, 227.571, 600.5914), (0.5632791, 0, 0.8262667, 0)

17:18:48:915, 4, (-206.3235, 231.6171, 587.4014), (0.5632791, 0, 0.8262667, 0)

17:18:49:919, 4, (-180.4125, 235.6486, 574.2593), (0.5632791, 0, 0.8262667, 0)

17:18:50:919, 4, (-154.9716, 239.607, 561.3557), (0.5632791, 0, 0.8262667, 0)

17:18:51:923, 4, (-130.1397, 243.4795, 548.7552), (0.5632791, 0, 0.8262667, 0)

17:18:52:911, 4, (-105.2722, 247.3397, 536.1479), (0.5632791, 0, 0.8262667, 0)

17:18:53:911, 4, (-83.24194, 250.7601, 524.9742), (0.5632791, 0, 0.8262667, 0)

17:18:54:915, 4, (-57.80942, 254.0234, 512.0901), (0.5632791, 0, 0.8262667, 0)

17:18:55:919, 4, (-44.95516, 254.0234, 507.0434), (0.09192033, 0, 0.9957663, 0)

17:18:56:919, 4, (-49.6783, 254.0234, 496.3178), (-0.2474348, 0, 0.9689046, 0)

17:18:57:923, 4, (-46.75984, 254.0234, 487.6646), (-0.1400111, 0, 0.99015, 0)

17:18:58:927, 4, (-39.04402, 254.0234, 485.4286), (-0.140019, 0, 0.9901488, 0)

17:18:59:911, 4, (-35.17796, 254.0234, 484.3126), (-0.1400266, 0, 0.9901477, 0)

17:19:0:915, 4, (-34.48427, 254.0234, 486.7158), (-0.1400291, 0, 0.9901474, 0)

17:19:1:915, 4, (-32.26613, 254.0234, 494.4013), (-0.1400291, 0, 0.9901474, 0)

17:19:2:919, 4, (-31.87916, 254.0234, 495.7425), (-0.1400291, 0, 0.9901474, 0)

17:19:3:923, 4, (-37.68681, 254.0234, 482.2227), (-0.1588757, 0, 0.9872986, 0)

17:19:4:923, 4, (-48.24598, 258.3303, 457.8611), (-0.1588772, 0, 0.9872984, 0)

17:19:5:911, 4, (-60.2291, 266.412, 433.3692), (-0.2322658, 0, 0.9726524, 0)

17:19:6:911, 4, (-71.39061, 274.0683, 410.0474), (-0.2322668, 0, 0.9726521, 0)

17:19:7:915, 4, (-80.97877, 280.8303, 389.2996), (-0.2342677, 0, 0.9721721, 0)

17:19:8:919, 4, (-89.93427, 287.6303, 368.1801), (-0.2342699, 0, 0.9721716, 0)

17:19:9:919, 4, (-102.7172, 296.1951, 342.2056), (-0.2342699, 0, 0.9721716, 0)

17:19:10:923, 4, (-112.0222, 302.7724, 322.0473), (-0.2342699, 0, 0.9721716, 0)

17:19:11:911, 4, (-120.9678, 309.7347, 300.3153), (-0.08382194, 0, 0.9964808, 0)

17:19:12:911, 4, (-130.478, 316.4554, 279.7161), (-0.1546618, 0, 0.9879675, 0)

17:19:13:915, 4, (-140.8482, 323.2869, 259.1016), (-0.1572621, 0, 0.9875569, 0)

17:19:14:919, 4, (-151.0864, 331.0172, 235.0577), (-0.1699612, 0, 0.9854508, 0)

17:19:15:920, 4, (-162.2835, 338.4451, 212.6343), (-0.1699624, 0, 0.9854506, 0)

17:19:16:923, 4, (-173.9492, 346.5638, 187.8317), (-0.1966771, 0, 0.9804683, 0)

17:19:17:927, 4, (-185.9242, 355.1032, 161.5799), (-0.1966848, 0, 0.9804668, 0)

17:19:18:911, 4, (-197.8222, 364.0406, 133.8142), (-0.1966869, 0, 0.9804664, 0)

17:19:19:915, 4, (-208.2362, 369.0207, 112.8535), (-0.2921282, 0, 0.9563792, 0)

17:19:20:915, 4, (-238.042, 369.0207, 107.4614), (-0.6834919, 0, 0.7299581, 0)

17:19:21:919, 4, (-270.1012, 369.0207, 105.3512), (-0.6834919, 0, 0.7299581, 0)

17:19:22:923, 4, (-302.1733, 369.0207, 103.2403), (-0.6834919, 0, 0.7299581, 0)

17:19:23:923, 4, (-334.0927, 369.0207, 101.1393), (-0.6834919, 0, 0.7299581, 0)

17:19:24:911, 4, (-365.4235, 369.0207, 98.48922), (-0.6534976, 0, 0.7569286, 0)

17:19:25:915, 4, (-390.0752, 369.0469, 89.97886), (-0.4155774, 0, 0.9095578, 0)

17:19:26:915, 4, (-414.8792, 368.9963, 84.90259), (-0.4566553, 0, 0.8896438, 0)

17:19:27:919, 4, (-440.1665, 369.0207, 77.99068), (-0.4566553, 0, 0.8896438, 0)

17:19:28:923, 4, (-466.4133, 369.0207, 59.46754), (-0.4674623, 0, 0.884013, 0)

17:19:29:923, 4, (-492.333, 369.0207, 46.96466), (-0.4674623, 0, 0.884013, 0)

17:19:30:911, 4, (-510.9484, 369.0207, 47.75963), (-0.4656669, 0, 0.8849601, 0)

17:19:31:911, 4, (-517.9711, 369.0207, 49.75396), (-0.3382431, 0, 0.9410588, 0)

17:19:32:915, 4, (-534.4191, 374.6352, 35.94492), (-0.4380372, 0, 0.8989568, 0)

17:19:33:919, 4, (-553.3425, 381.6367, 23.29095), (-0.4380372, 0, 0.8989568, 0)

17:19:34:924, 4, (-575.9978, 390.4647, 5.643556), (-0.4228318, 0, 0.9062082, 0)

17:19:35:938, 4, (-594.4106, 397.4759, -7.775012), (-0.4228318, 0, 0.9062082, 0)

17:19:36:912, 4, (-612.1693, 404.2424, -20.7168), (-0.4228318, 0, 0.9062082, 0)

17:19:37:911, 4, (-635.822, 405.3083, -37.13596), (-0.4618189, 0, 0.8869743, 0)

17:19:38:915, 4, (-661.1473, 405.3083, -43.27247), (-0.4618189, 0, 0.8869743, 0)

17:19:39:920, 4, (-687.472, 405.3083, -61.67377), (-0.4618189, 0, 0.8869743, 0)

17:19:40:919, 4, (-712.8011, 405.3083, -71.1708), (-0.4068972, 0, 0.913474, 0)

17:19:41:923, 4, (-735.7637, 405.2473, -81.79306), (-0.2838972, 0, 0.9588547, 0)

17:19:42:927, 4, (-749.9971, 405.3041, -102.2206), (-0.1627167, 0, 0.9866729, 0)

17:19:43:911, 4, (-765.856, 405.3025, -128.5923), (-0.1627242, 0, 0.9866716, 0)

17:19:44:916, 4, (-782.281, 405.3025, -154.0406), (-0.1627263, 0, 0.9866713, 0)

17:19:45:919, 4, (-796.8267, 405.3024, -180.0865), (-0.2658164, 0, 0.9640237, 0)

17:19:46:920, 4, (-812.9725, 405.2953, -206.9393), (-0.2658164, 0, 0.9640237, 0)

17:19:47:908, 4, (-813.767, 405.2473, -236.7485), (0.1874495, 0, 0.9822743, 0)

17:19:48:928, 4, (-808.4853, 405.2472, -267.8262), (-0.0947356, 0, 0.9955025, 0)

17:19:49:911, 4, (-815.5571, 405.2473, -283.8126), (-0.1243548, 0, 0.9922378, 0)

17:19:50:915, 4, (-815.5602, 405.2472, -283.8251), (-0.1263742, 0, 0.9919827, 0)

17:19:51:915, 4, (-817.3423, 405.2473, -290.7065), (-0.1263772, 0, 0.9919823, 0)

17:19:52:920, 4, (-824.8364, 405.2473, -320.1818), (-0.0904523, 0, 0.9959008, 0)

17:19:53:908, 4, (-823.6027, 405.2473, -346.5438), (0.2682726, 0, 0.963343, 0)

17:19:54:924, 4, (-813.4917, 405.2473, -372.9666), (0.3093233, 0, 0.9509569, 0)

17:19:55:912, 4, (-790.4738, 407.2846, -392.8555), (0.4468729, 0, 0.8945974, 0)

17:19:56:912, 4, (-776.7484, 415.8264, -403.1196), (0.4468729, 0, 0.8945974, 0)

17:19:57:916, 4, (-763.9245, 423.8214, -412.7527), (0.4468729, 0, 0.8945974, 0)

17:19:58:920, 4, (-751.0754, 431.8323, -422.4051), (0.4468729, 0, 0.8945974, 0)

17:19:59:920, 4, (-741.3167, 437.5684, -428.5508), (0.4468729, 0, 0.8945974, 0)

17:20:0:908, 4, (-732.0597, 443.2267, -435.1197), (0.476707, 0, 0.8790623, 0)

17:20:1:912, 4, (-712.6093, 455.2236, -449.2898), (0.476707, 0, 0.8790623, 0)

17:20:2:912, 4, (-693.2058, 466.3472, -464.0913), (0.4731209, 0, 0.8809975, 0)

17:20:3:916, 4, (-667.9349, 466.3472, -483.8878), (0.4238886, 0, 0.9057143, 0)

17:20:4:920, 4, (-648.0884, 466.3472, -504.2124), (0.4238886, 0, 0.9057143, 0)

17:20:5:920, 4, (-624.9454, 466.3472, -524.9799), (0.4201661, 0, 0.9074472, 0)

17:20:6:908, 4, (-605.4615, 466.3472, -545.9487), (0.4201661, 0, 0.9074472, 0)

17:20:7:928, 4, (-577.6889, 466.3472, -560.193), (0.6535367, 0, 0.7568948, 0)

17:20:8:912, 4, (-548.6349, 466.3472, -569.7843), (0.5076252, 0, 0.861578, 0)

17:20:9:916, 4, (-527.7136, 466.4041, -577.3728), (0.5076252, 0, 0.861578, 0)

17:20:10:916, 4, (-498.7741, 466.4025, -590.8787), (0.5259864, 0, 0.850493, 0)

17:20:11:920, 4, (-470.2223, 466.4025, -602.8145), (0.5259864, 0, 0.850493, 0)

17:20:12:908, 4, (-443.9663, 466.4025, -615.6021), (0.5429059, 0, 0.8397936, 0)

17:20:13:908, 4, (-414.5412, 466.4025, -628.1475), (0.5557397, 0, 0.8313563, 0)

17:20:14:912, 4, (-385.6488, 466.4025, -642.1904), (0.5348403, 0, 0.8449532, 0)

17:20:15:916, 4, (-356.4658, 466.3953, -655.6368), (0.5348403, 0, 0.8449532, 0)

17:20:16:916, 4, (-331.9146, 466.3472, -670.5472), (0.5542663, 0, 0.8323394, 0)

17:20:17:920, 4, (-303.8941, 466.3472, -678.3478), (0.7534449, 0, 0.6575111, 0)

17:20:18:924, 4, (-278.2689, 466.3472, -675.0512), (0.8417243, 0, 0.5399076, 0)

17:20:19:908, 4, (-253.2571, 466.3472, -656.879), (0.9667375, 0, 0.2557707, 0)

17:20:20:912, 4, (-244.0379, 466.3472, -628.8228), (0.9790232, 0, 0.2037487, 0)

17:20:21:912, 4, (-234.3356, 470.611, -610.3615), (0.9695223, 0, 0.2450033, 0)

17:20:22:916, 4, (-225.1707, 478.1806, -589.0947), (0.9777951, 0, 0.2095632, 0)

17:20:23:920, 4, (-215.6581, 486.649, -565.001), (0.9777951, 0, 0.2095632, 0)

17:20:24:925, 4, (-203.7202, 496.4821, -537.3875), (0.9826751, 0, 0.1853367, 0)

17:20:25:908, 4, (-192.043, 506.2041, -510.032), (0.9818097, 0, 0.189868, 0)

17:20:26:912, 4, (-179.7099, 515.7452, -483.562), (0.9772805, 0, 0.21195, 0)

17:20:27:912, 4, (-170.2756, 524.1946, -459.4796), (0.9772805, 0, 0.21195, 0)

17:20:28:916, 4, (-156.9663, 534.6945, -430.2359), (0.9772805, 0, 0.21195, 0)

17:20:29:920, 4, (-144.6662, 544.8134, -401.8267), (0.9807162, 0, 0.1954371, 0)

17:20:30:920, 4, (-132.4031, 555.269, -372.2799), (0.9807162, 0, 0.1954371, 0)

17:20:31:909, 4, (-120.29, 565.5444, -343.2436), (0.9807162, 0, 0.1954371, 0)

17:20:32:908, 4, (-109.1116, 573.5692, -320.4633), (-0.9983469, 0, 0.05747693, 0)

17:20:33:912, 4, (-119.5211, 573.7342, -309.8156), (-0.9127995, 0, 0.408408, 0)

17:20:34:916, 4, (-119.5211, 573.7342, -309.8156), (-0.9723678, 0, 0.2334542, 0)

17:20:35:921, 4, (-119.5211, 573.7342, -309.8156), (0.9800562, 0, 0.1987206, 0)

17:20:36:920, 4, (-119.5211, 573.7342, -309.8156), (0.7517845, 0, 0.6594089, 0)

17:20:37:909, 4, (-119.5211, 573.7342, -309.8156), (-0.7874743, 0, 0.6163476, 0)

17:20:38:912, 4, (-119.5211, 573.7342, -309.8156), (-0.8272393, 0, 0.5618498, 0)

17:20:39:912, 4, (-119.5211, 573.7342, -309.8156), (-0.8371853, 0, 0.5469195, 0)

17:20:40:917, 4, (-119.5211, 573.7342, -309.8156), (-0.8338305, 0, 0.5520206, 0)

17:20:41:917, 4, (-119.5211, 573.7342, -309.8156), (-0.4901485, 0, 0.871639, 0)

17:20:42:920, 4, (-119.5211, 573.7342, -309.8156), (0.7189685, 0, 0.6950427, 0)

17:20:43:908, 4, (-119.5211, 573.7342, -309.8156), (0.536366, 0, 0.8439855, 0)

17:20:44:908, 4, (-119.5211, 573.7342, -309.8156), (0.5294398, 0, 0.8483475, 0)

17:20:45:913, 4, (-119.5211, 573.7342, -309.8156), (-0.408404, 0, 0.9128013, 0)

17:20:46:914, 4, (-119.5211, 573.7342, -309.8156), (-0.9022915, 0, 0.4311265, 0)

17:20:47:917, 4, (-119.5211, 573.7342, -309.8156), (-0.9046354, 0, 0.4261864, 0)

17:20:48:921, 4, (-119.5211, 573.7342, -309.8156), (-0.9011435, 0, 0.433521, 0)

17:20:49:925, 4, (-119.5211, 573.7342, -309.8156), (-0.900011, 0, 0.4358672, 0)

17:20:50:909, 4, (-119.5211, 573.7342, -309.8156), (-0.8988701, 0, 0.4382151, 0)

17:20:51:913, 4, (-119.5211, 573.7342, -309.8156), (-0.8988701, 0, 0.4382151, 0)

17:20:52:913, 4, (-119.5211, 573.7342, -309.8156), (-0.8988701, 0, 0.4382151, 0)

17:20:53:917, 4, (-119.5211, 573.7342, -309.8156), (-0.679678, 0, 0.7335107, 0)

17:20:54:921, 4, (-119.5211, 573.7342, -309.8156), (-0.2456945, 0, 0.9693473, 0)

17:20:55:921, 4, (-119.5211, 573.7342, -309.8156), (0.02977189, 0, 0.9995567, 0)

17:20:56:909, 4, (-119.5211, 573.7342, -309.8156), (0.1625826, 0, 0.9866949, 0)

