#Timestamp, Heart Rate, Heart Rate Variability, Heart Rate Confidence, Current Scene, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
5/3/2015,18:35:1,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:2,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:3,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:4,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:5,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:6,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:7,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:8,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:9,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:10,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:11,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:12,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:13,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:14,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:15,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:16,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:17,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

5/3/2015,18:35:18,0,65535,0,0

