#Timestamp-Hour:Minute:Second:Millisecond, Current Scene Index, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
20:21:34:947, 1, (1000, 48.38041, 1200), (0.7085723, 0, 0.7056382, 0)

20:21:35:951, 1, (1000, 48.38041, 1200), (0.7085723, 0, 0.7056382, 0)

20:21:37:236, 0, (0, 0, 0), (0, 0, 0, 0)

20:21:39:628, 1, (993.4578, 48.77395, 1192.267), (-0.3439179, 0, 0.9389997, 0)

20:21:41:400, 3, (7.953496, 1.01, 8.994813), (0.9642359, 0, 0.2650457, 0)

20:21:42:399, 3, (7.953496, 1.01, 8.994813), (0.9642359, 0, 0.2650457, 0)

20:21:43:404, 3, (11.81894, 1.01, 13.18007), (0.9996261, 0, 0.02734431, 0)

20:21:44:408, 3, (26.10528, 1.01, 23.05997), (0.7895215, 0, 0.613723, 0)

20:21:45:407, 3, (32.14351, 1.01, 37.18566), (0.9998647, 0, 0.01645046, 0)

20:21:46:411, 3, (44.55203, 1.01, 44.79822), (0.8647258, 0, 0.5022442, 0)

20:21:47:416, 3, (72.97735, 1.01, 65.63857), (0.7540277, 0, 0.6568426, 0)

20:21:48:416, 3, (100.9934, 1.01, 44.9099), (0.7236121, 0, 0.6902069, 0)

20:21:49:420, 3, (138.1152, 1.01, 44.30124), (0.7236121, 0, 0.6902069, 0)

20:21:50:424, 3, (141.1327, 1.01, 72.14741), (-0.6827636, 0, 0.7306393, 0)

20:21:51:424, 3, (149.4383, 1.01, 104.7693), (0.7805505, 0, 0.6250927, 0)

20:21:52:396, 3, (168.2321, 1.01, 142.5272), (0.6987131, 0, 0.715402, 0)

20:21:53:396, 3, (192.3344, 1.01, 94.67422), (-0.004502682, 0, 0.9999899, 0)

20:21:54:400, 3, (236.1335, 1.01, 81.49388), (0.7101629, 0, 0.7040374, 0)

20:21:56:978, 1, (988.4457, 48.68365, 1179.497), (-0.957781, 0, 0.2874989, 0)

20:21:57:962, 1, (977.4432, 49.19853, 1182.584), (0.181307, 0, 0.9834266, 0)

20:22:0:264, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:1:264, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:2:264, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:3:264, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:6:416, 4, (-356.7122, 214.0124, 648.8248), (0.9123349, 0, 0.4094448, 0)

20:22:7:420, 4, (-356.7122, 214.0124, 648.8248), (0.9123349, 0, 0.4094448, 0)

20:22:8:420, 4, (-301.9617, 216.795, 635.1465), (0.5317723, 0, 0.8468874, 0)

20:22:9:424, 4, (-223.4531, 228.961, 596.0824), (0.5352293, 0, 0.8447068, 0)

20:22:10:428, 4, (-114.3078, 245.9426, 540.728), (0.5352293, 0, 0.8447068, 0)

20:22:11:397, 4, (-42.76928, 254.0234, 471.1551), (-0.2360138, 0, 0.9717497, 0)

20:22:12:401, 4, (-79.50748, 279.8132, 392.4067), (-0.1703066, 0, 0.9853911, 0)

20:22:13:400, 4, (-134.1103, 318.3814, 274.196), (-0.2270717, 0, 0.9738781, 0)

20:22:14:405, 4, (-188.387, 357.0981, 155.2991), (-0.2169423, 0, 0.9761844, 0)

20:22:15:409, 4, (-316.8754, 369.0207, 103.709), (-0.6688037, 0, 0.7434391, 0)

20:22:16:408, 4, (-467.2709, 369.0207, 59.93512), (-0.5412753, 0, 0.8408455, 0)

20:22:17:412, 4, (-550.3004, 380.543, 25.14919), (-0.4439517, 0, 0.8960507, 0)

20:22:18:417, 4, (-661.5821, 405.3083, -48.83562), (-0.4439517, 0, 0.8960507, 0)

20:22:19:416, 4, (-797.1548, 405.3024, -180.6295), (-0.2815147, 0, 0.9595569, 0)

20:22:20:421, 4, (-826.2708, 405.2472, -340.3453), (-0.1136199, 0, 0.9935243, 0)

20:22:21:425, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:22:22:424, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:22:23:412, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:22:24:413, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:22:25:417, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:22:26:421, 4, (-810.5728, 405.2472, -247.0538), (0.1495423, 0, 0.9887553, 0)

20:22:27:420, 4, (-782.5721, 405.3024, -154.4998), (-0.2815147, 0, 0.9595569, 0)

20:22:28:393, 4, (-686.9117, 405.3083, -62.584), (-0.4439517, 0, 0.8960507, 0)

20:22:29:393, 4, (-527.8133, 371.882, 41.98642), (-0.4661361, 0, 0.8847131, 0)

20:22:30:397, 4, (-410.7892, 369.0207, 88.64873), (-0.6079109, 0, 0.7940053, 0)

20:22:31:401, 4, (-201.941, 366.5772, 126.31), (-0.2169421, 0, 0.9761845, 0)

20:22:32:401, 4, (-123.2337, 310.6964, 297.759), (-0.2270676, 0, 0.973879, 0)

20:22:33:405, 4, (-64.61282, 269.8983, 422.4035), (-0.2039346, 0, 0.9789845, 0)

20:22:34:409, 4, (-141.2541, 241.7409, 554.3981), (0.5352293, 0, 0.8447068, 0)

20:22:35:408, 4, (-301.9617, 216.795, 635.1465), (0.5317723, 0, 0.8468874, 0)

20:22:36:689, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:37:688, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:38:688, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:39:688, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:40:688, 2, (0, 0, 0), (0, 0, 0, 0)

20:22:43:749, 1, (977.4432, 49.19853, 1182.584), (0.181307, 0, 0.9834266, 0)

20:22:46:329, 1, (974.1837, 49.38224, 1185.512), (-0.9919894, 0, 0.1263212, 0)

20:22:47:41, 1, (980.5734, 48.96582, 1178.833), (-0.8344951, 0, 0.5510153, 0)

20:22:48:313, 1, (992.5789, 48.73085, 1187.561), (-0.2657258, 0, 0.9640486, 0)

20:22:49:581, 3, (216.5882, 1.01, 81.78011), (0.7414854, 0, 0.6709691, 0)

20:22:50:585, 3, (208.8177, 1.01, 80.40173), (0.7486305, 0, 0.6629875, 0)

20:22:51:589, 3, (192.3761, 1.01, 84.69152), (0.2500381, 0, 0.968236, 0)

20:22:52:589, 3, (192.3047, 1.01, 114.7563), (0.01677955, 0, 0.9998592, 0)

20:22:53:593, 3, (168.2321, 1.01, 142.5272), (0.6987131, 0, 0.715402, 0)

20:22:54:597, 3, (149.4383, 1.01, 104.7693), (0.7805505, 0, 0.6250927, 0)

20:22:55:597, 3, (134.4603, 1.01, 74.07603), (-0.995851, 0, 0.0909991, 0)

20:22:56:601, 3, (147.9221, 1.01, 45.62712), (0.86353, 0, 0.5042975, 0)

20:22:57:605, 3, (91.71901, 1.01, 43.67365), (0.8359833, 0, 0.5487549, 0)

20:22:58:573, 3, (71.01456, 1.01, 47.09174), (-0.9993649, 0, 0.03563547, 0)

20:22:59:577, 3, (26.10528, 1.01, 23.05997), (0.7895215, 0, 0.613723, 0)

20:23:0:594, 3, (7.953496, 1.01, 8.994813), (0.9642359, 0, 0.2650457, 0)

20:23:3:286, 1, (1000, 48.38041, 1200), (-0.2689429, 0, 0.9631562, 0)

20:23:4:561, 0, (0, 0, 0), (0, 0, 0, 0)

20:23:5:561, 0, (0, 0, 0), (0, 0, 0, 0)

20:23:6:561, 0, (0, 0, 0), (0, 0, 0, 0)

