#Timestamp-Hour:Minute:Second:Millisecond, Current Scene Index, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
19:46:20:92, 3, (158.9166, 1.01, 70.68095), (-0.9560843, 0, 0.2930918, 0)

19:46:21:92, 3, (150.4075, 1.01, 71.72858), (-0.8010734, 0, 0.5985661, 0)

19:46:22:96, 3, (141.1327, 1.01, 72.14741), (-0.6827636, 0, 0.7306393, 0)

19:46:23:100, 3, (134.4603, 1.01, 74.07603), (-0.995851, 0, 0.0909991, 0)

19:46:24:100, 3, (134.7229, 1.01, 83.97171), (-0.9765579, 0, 0.2152552, 0)

19:46:25:88, 3, (130.0002, 1.01, 87.89001), (-0.9999917, 0, -0.004067974, 0)

19:46:26:88, 3, (137.8564, 1.01, 87.89211), (0.7757819, 0, 0.6310012, 0)

19:46:27:92, 3, (145.9739, 1.01, 87.68168), (0.8880826, 0, 0.459684, 0)

19:46:28:96, 3, (146.0003, 1.01, 96.5704), (-0.99759, 0, 0.06938449, 0)

19:46:29:96, 3, (149.4383, 1.01, 104.7693), (0.7805505, 0, 0.6250927, 0)

19:46:30:100, 3, (156.1221, 1.01, 107.5824), (-0.9867408, 0, 0.1623039, 0)

19:46:31:104, 3, (154.1296, 1.01, 115.7524), (-0.9999747, 0, 0.007121415, 0)

19:46:32:88, 3, (154.927, 1.01, 124.8609), (-0.9999909, 0, 0.00427546, 0)

19:46:33:92, 3, (154.5002, 1.01, 134.125), (-0.9999448, 0, 0.01050659, 0)

19:46:34:97, 3, (158.291, 1.01, 142.1641), (0.7714154, 0, 0.6363319, 0)

19:46:35:96, 3, (168.2321, 1.01, 142.5272), (0.6987131, 0, 0.715402, 0)

19:46:36:100, 3, (178.273, 1.01, 142.2892), (0.6958088, 0, 0.718227, 0)

19:46:37:100, 3, (188.2642, 1.01, 141.9502), (0.6686405, 0, 0.7435858, 0)

19:46:38:88, 3, (192.0247, 1.01, 134.5499), (-0.02651325, 0, 0.9996485, 0)

19:46:39:92, 3, (192.2331, 1.01, 124.747), (-0.009867314, 0, 0.9999514, 0)

19:46:40:92, 3, (192.3047, 1.01, 114.7563), (0.01677955, 0, 0.9998592, 0)

19:46:41:96, 3, (192.4242, 1.01, 104.7154), (-0.004494695, 0, 0.9999899, 0)

19:46:42:100, 3, (192.3344, 1.01, 94.67422), (-0.004502563, 0, 0.9999899, 0)

19:46:43:100, 3, (192.3761, 1.01, 84.69152), (0.2500381, 0, 0.968236, 0)

19:46:44:89, 3, (200.965, 1.01, 82.75476), (0.7209898, 0, 0.6929457, 0)

19:46:45:88, 3, (208.8177, 1.01, 80.40173), (0.7486305, 0, 0.6629875, 0)

19:46:46:92, 3, (216.5882, 1.01, 81.78011), (0.7414854, 0, 0.6709691, 0)

19:46:47:97, 3, (226.1355, 1.01, 81.40727), (0.7101629, 0, 0.7040374, 0)

19:46:48:96, 3, (236.1335, 1.01, 81.49388), (0.7101629, 0, 0.7040374, 0)

19:46:50:521, 1, (999.532, 48.4228, 1199.216), (-0.2657257, 0, 0.9640487, 0)

19:46:51:493, 1, (996.9645, 48.57709, 1194.912), (-0.2657257, 0, 0.9640487, 0)

19:46:52:493, 1, (992.5789, 48.73085, 1187.561), (-0.2657257, 0, 0.9640487, 0)

19:46:53:981, 1, (988.4457, 48.68365, 1179.497), (0.957781, 0, -0.287499, 0)

19:46:54:749, 1, (980.5734, 48.96583, 1178.833), (-0.8344951, 0, 0.5510153, 0)

19:46:55:769, 1, (974.1837, 49.38225, 1185.512), (-0.9919894, 0, 0.1263212, 0)

19:46:56:921, 1, (977.4432, 49.19853, 1182.584), (0.181307, 0, 0.9834266, 0)

19:46:57:893, 1, (983.9617, 49.04376, 1184.165), (0.9994246, 0, 0.03391815, 0)

19:46:59:629, 1, (989.1362, 49.02132, 1191.743), (0.8875769, 0, 0.4606596, 0)

19:47:0:949, 2, (0, 0, 0), (0, 0, 0, 0)

19:47:1:948, 2, (0, 0, 0), (0, 0, 0, 0)

19:47:2:949, 2, (0, 0, 0), (0, 0, 0, 0)

19:47:3:949, 2, (0, 0, 0), (0, 0, 0, 0)

19:47:4:949, 2, (0, 0, 0), (0, 0, 0, 0)

19:47:9:258, 4, (-366.0674, 214.0125, 665.0995), (-0.002617161, 0, 0.9999966, 0)

19:47:10:257, 4, (-356.7122, 214.0125, 648.8248), (0.9123349, 0, 0.4094448, 0)

19:47:11:261, 4, (-326.4802, 214.0125, 649.3565), (0.5317723, 0, 0.8468874, 0)

19:47:12:261, 4, (-301.9617, 216.795, 635.1465), (0.5317723, 0, 0.8468874, 0)

19:47:13:265, 4, (-273.0084, 221.2503, 621.2238), (0.5352294, 0, 0.8447067, 0)

19:47:14:253, 4, (-248.7951, 225.0191, 608.9202), (0.5352294, 0, 0.8447067, 0)

19:47:15:253, 4, (-223.4531, 228.961, 596.0824), (0.5352294, 0, 0.8447067, 0)

19:47:16:257, 4, (-195.8429, 233.2568, 582.0804), (0.5352294, 0, 0.8447067, 0)

19:47:17:261, 4, (-168.4431, 237.5206, 568.1727), (0.5352294, 0, 0.8447067, 0)

19:47:18:261, 4, (-141.2541, 241.7409, 554.3981), (0.5352294, 0, 0.8447067, 0)

19:47:19:265, 4, (-114.3078, 245.9426, 540.728), (0.5352294, 0, 0.8447067, 0)

19:47:20:269, 4, (-87.6478, 250.0739, 527.209), (0.5352294, 0, 0.8447067, 0)

19:47:21:253, 4, (-63.98193, 253.7666, 515.1872), (0.5352294, 0, 0.8447067, 0)

19:47:22:257, 4, (-54.17148, 254.0234, 493.5582), (0.0660522, 0, 0.9978162, 0)

19:47:23:262, 4, (-42.76928, 254.0234, 471.1551), (-0.2360136, 0, 0.9717497, 0)

19:47:24:262, 4, (-53.69342, 262.1808, 446.0588), (-0.1252095, 0, 0.9921303, 0)

19:47:25:266, 4, (-64.61282, 269.8983, 422.4035), (-0.2039346, 0, 0.9789845, 0)

19:47:26:270, 4, (-74.90789, 277.1736, 400.0975), (-0.1703066, 0, 0.9853911, 0)

19:47:27:269, 4, (-79.50748, 279.8132, 392.4067), (-0.1703066, 0, 0.9853911, 0)

19:47:28:274, 4, (-90.51329, 287.6055, 368.5397), (-0.1703066, 0, 0.9853911, 0)

19:47:29:273, 4, (-101.6131, 295.64, 343.7888), (-0.1703066, 0, 0.9853911, 0)

19:47:30:277, 4, (-113.4433, 303.776, 318.9687), (-0.2270634, 0, 0.97388, 0)

19:47:31:250, 4, (-123.2337, 310.6964, 297.759), (-0.2270673, 0, 0.9738791, 0)

19:47:32:286, 4, (-134.1103, 318.3814, 274.196), (-0.2270712, 0, 0.9738781, 0)

19:47:33:254, 4, (-144.106, 325.4481, 252.5414), (-0.227075, 0, 0.9738773, 0)

19:47:34:254, 4, (-153.5053, 332.1005, 232.1732), (-0.227079, 0, 0.9738764, 0)

19:47:35:258, 4, (-162.8875, 338.9739, 210.9467), (-0.1542748, 0, 0.988028, 0)

19:47:36:262, 4, (-175.3627, 347.6082, 184.6011), (-0.1954395, 0, 0.9807158, 0)

19:47:37:266, 4, (-188.387, 357.0981, 155.2991), (-0.2169419, 0, 0.9761845, 0)

19:47:38:266, 4, (-201.941, 366.5772, 126.31), (-0.2169419, 0, 0.9761845, 0)

19:47:39:254, 4, (-224.3332, 369.0207, 109.0679), (-0.6688037, 0, 0.7434391, 0)

19:47:40:254, 4, (-256.1534, 369.0207, 105.6939), (-0.6688037, 0, 0.7434391, 0)

19:47:41:258, 4, (-288.1045, 369.0207, 102.3074), (-0.6688037, 0, 0.7434391, 0)

19:47:42:262, 4, (-316.8754, 369.0207, 103.709), (-0.6688037, 0, 0.7434391, 0)

19:47:43:262, 4, (-348.3587, 369.0207, 100.8348), (-0.6688037, 0, 0.7434391, 0)

19:47:44:249, 4, (-379.6508, 369.0207, 96.61173), (-0.6131877, 0, 0.7899373, 0)

19:47:45:254, 4, (-410.7892, 369.0207, 88.64873), (-0.6079107, 0, 0.7940054, 0)

19:47:46:254, 4, (-438.2526, 368.748, 73.09779), (-0.498908, 0, 0.8666549, 0)

19:47:47:258, 4, (-467.2709, 369.0207, 59.93512), (-0.5412751, 0, 0.8408456, 0)

19:47:48:262, 4, (-494.6532, 369.0207, 53.49416), (-0.5412751, 0, 0.8408456, 0)

19:47:49:262, 4, (-520.0874, 369.0207, 49.43263), (-0.4765453, 0, 0.8791499, 0)

19:47:50:250, 4, (-521.5253, 369.1562, 48.21884), (-0.4693708, 0, 0.8830012, 0)

19:47:51:250, 4, (-510.4172, 369.0207, 53.74979), (-0.4570196, 0, 0.8894566, 0)

19:47:52:254, 4, (-527.8133, 371.882, 41.98642), (-0.4661359, 0, 0.8847132, 0)

19:47:53:258, 4, (-550.3004, 380.543, 25.14919), (-0.4439517, 0, 0.8960507, 0)

19:47:54:258, 4, (-575.7561, 390.3727, 5.819716), (-0.4439517, 0, 0.8960507, 0)

19:47:55:263, 4, (-594.5317, 397.5213, -7.86334), (-0.4439517, 0, 0.8960507, 0)

19:47:56:250, 4, (-611.8534, 404.1266, -20.46808), (-0.4439517, 0, 0.8960507, 0)

19:47:57:250, 4, (-636.4125, 405.3083, -39.04702), (-0.4439517, 0, 0.8960507, 0)

19:47:58:254, 4, (-661.5821, 405.3083, -48.83562), (-0.4439517, 0, 0.8960507, 0)

19:47:59:258, 4, (-686.9117, 405.3083, -62.584), (-0.4439517, 0, 0.8960507, 0)

19:48:0:258, 4, (-711.985, 405.3083, -73.45256), (-0.4383853, 0, 0.8987871, 0)

19:48:1:262, 4, (-736.1264, 405.2472, -81.18121), (-0.3052483, 0, 0.9522728, 0)

19:48:2:266, 4, (-749.7894, 405.3041, -100.0189), (-0.2815147, 0, 0.9595569, 0)

19:48:3:250, 4, (-766.0106, 405.3025, -126.977), (-0.2815147, 0, 0.9595569, 0)

19:48:4:254, 4, (-782.5721, 405.3025, -154.4998), (-0.2815147, 0, 0.9595569, 0)

19:48:5:254, 4, (-797.1548, 405.3025, -180.6295), (-0.2815147, 0, 0.9595569, 0)

19:48:6:258, 4, (-813.1479, 405.2953, -205.976), (-0.2522666, 0, 0.9676578, 0)

19:48:7:262, 4, (-806.5935, 405.4518, -224.1069), (0.2196188, 0, 0.9755858, 0)

19:48:8:262, 4, (-810.5728, 405.2473, -247.0538), (0.1495423, 0, 0.9887553, 0)

19:48:9:250, 4, (-811.7949, 405.2472, -277.8802), (-0.1136199, 0, 0.9935243, 0)

19:48:10:254, 4, (-819.0487, 405.2472, -309.1828), (-0.1136199, 0, 0.9935243, 0)

19:48:11:254, 4, (-826.2708, 405.2473, -340.3453), (-0.1136199, 0, 0.9935243, 0)

19:48:12:258, 4, (-826.1045, 405.2472, -350.6597), (0.2163862, 0, 0.9763079, 0)

19:48:13:287, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

