4/26/2015,15:41:9,0,65535,0,0

4/26/2015,15:41:10,0,65535,0,0

4/26/2015,15:41:11,0,65535,0,0

4/26/2015,15:41:12,0,65535,0,0

4/26/2015,15:41:13,0,65535,0,1

4/26/2015,15:41:14,0,65535,0,1

4/26/2015,15:41:15,0,65535,0,1

4/26/2015,15:41:16,0,65535,0,1

4/26/2015,15:41:17,0,65535,0,1

4/26/2015,15:41:18,0,65535,0,1

4/26/2015,15:41:19,0,65535,0,1

4/26/2015,15:41:20,0,65535,0,1

4/26/2015,15:41:21,0,65535,0,1

4/26/2015,15:41:22,0,65535,0,1

4/26/2015,15:41:23,0,65535,0,1

4/26/2015,15:41:24,0,65535,0,1

4/26/2015,15:41:25,0,65535,0,1

4/26/2015,15:41:26,0,65535,0,1

4/26/2015,15:41:27,0,65535,0,1

4/26/2015,15:41:28,0,65535,0,1

4/26/2015,15:41:29,0,65535,0,1

4/26/2015,15:41:30,0,65535,0,1

4/26/2015,15:41:31,0,65535,0,1

4/26/2015,15:41:32,0,65535,0,1

4/26/2015,15:41:33,0,65535,0,1

4/26/2015,15:41:34,0,65535,0,1

4/26/2015,15:41:35,0,65535,0,1

4/26/2015,15:41:36,0,65535,0,1

4/26/2015,15:41:37,0,65535,0,1

4/26/2015,15:41:38,0,65535,0,1

4/26/2015,15:41:39,0,65535,0,1

4/26/2015,15:41:40,0,65535,0,1

4/26/2015,15:41:41,0,65535,0,1

4/26/2015,15:41:42,0,65535,0,1

4/26/2015,15:41:43,0,65535,0,1

4/26/2015,15:41:44,0,65535,0,1

4/26/2015,15:41:45,0,65535,0,1

4/26/2015,15:41:46,0,65535,0,1

4/26/2015,15:41:47,0,65535,0,1

4/26/2015,15:41:48,0,65535,0,1

4/26/2015,15:41:49,0,65535,0,1

4/26/2015,15:41:50,0,65535,0,1

4/26/2015,15:41:51,0,65535,0,1

4/26/2015,15:41:52,0,65535,0,1

4/26/2015,15:41:53,0,65535,0,1

4/26/2015,15:41:54,0,65535,0,1

4/26/2015,15:41:55,0,65535,0,1

4/26/2015,15:41:56,0,65535,0,1

4/26/2015,15:41:57,0,65535,0,1

4/26/2015,15:41:58,0,65535,0,1

