#Timestamp, Heart Rate, Heart Rate Variability, Heart Rate Confidence, Current Scene, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
4/27/2015,21:42:33,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:34,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:35,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:36,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:37,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:38,0,65535,0,0, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:39,0,65535,0,1, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:40,0,65535,0,1, (0, 0, 0), (0, 0, 0, 0)

4/27/2015,21:42:41,0,65535,0,1, (1000, 48.38041, 1200), (-0.1204675, 0, 0.9927173, 0)

4/27/2015,21:42:42,0,65535,0,1, (1000, 48.38041, 1200), (0.4385268, 0, 0.8987181, 0)

4/27/2015,21:42:43,0,65535,0,1, (1000, 48.38041, 1200), (0.1092436, 0, 0.994015, 0)

4/27/2015,21:42:44,0,65535,0,1, (1000, 48.38041, 1200), (-0.08123275, 0, 0.9966952, 0)

4/27/2015,21:42:45,0,65535,0,1, (998.9338, 48.44783, 1196.084), (-0.1689381, 0, 0.9856267, 0)

4/27/2015,21:42:46,0,65535,0,1, (996.5151, 48.56518, 1191.818), (-0.3725102, 0, 0.9280282, 0)

4/27/2015,21:42:47,0,65535,0,1, (992.3864, 48.77879, 1189.125), (-0.6030049, 0, 0.7977375, 0)

4/27/2015,21:42:48,0,65535,0,1, (987.4374, 49.04436, 1189.031), (-0.7800984, 0, 0.6256569, 0)

4/27/2015,21:42:49,0,65535,0,1, (982.552, 49.2598, 1189.413), (-0.6255407, 0, 0.7801915, 0)

4/27/2015,21:42:50,0,65535,0,1, (978.4208, 49.32819, 1186.881), (-0.3043448, 0, 0.952562, 0)

4/27/2015,21:42:51,0,65535,0,1, (975.7228, 49.24172, 1182.65), (-0.3194075, 0, 0.9476175, 0)

4/27/2015,21:42:52,0,65535,0,1, (971.9789, 49.17783, 1179.569), (-0.5778306, 0, 0.8161567, 0)

4/27/2015,21:42:53,0,65535,0,1, (967.056, 49.21951, 1179.189), (-0.792224, 0, 0.6102305, 0)

4/27/2015,21:42:54,0,65535,0,1, (962.4327, 49.34371, 1181.108), (-0.8416764, 0, 0.5399823, 0)

4/27/2015,21:42:55,0,65535,0,1, (957.5969, 49.41919, 1182.66), (-0.747725, 0, 0.6640086, 0)

4/27/2015,21:42:56,0,65535,0,1, (952.5924, 49.4004, 1182.795), (-0.6681482, 0, 0.7440283, 0)

4/27/2015,21:42:57,0,65535,0,1, (947.7123, 49.27946, 1181.78), (-0.5756505, 0, 0.8176959, 0)

4/27/2015,21:42:58,0,65535,0,1, (943.4386, 49.11867, 1179.997), (-0.5478302, 0, 0.8365896, 0)

4/27/2015,21:42:59,0,65535,0,1, (943.3793, 49.1162, 1179.971), (-0.5478302, 0, 0.8365896, 0)

4/27/2015,21:43:0,0,65535,0,1, (943.3793, 49.1162, 1179.971), (-0.4011254, 0, 0.9160232, 0)

4/27/2015,21:43:1,0,65535,0,1

4/27/2015,21:43:2,0,65535,0,1

