4/21/2015,11:48:42,0,65535,0,0

4/21/2015,11:48:43,0,65535,0,0

4/21/2015,11:48:44,0,65535,0,1

4/21/2015,11:48:45,0,65535,0,1

4/21/2015,11:48:46,0,65535,0,1

4/21/2015,11:48:47,0,65535,0,1

4/21/2015,11:48:48,0,65535,0,1

4/21/2015,11:48:49,0,65535,0,1

4/21/2015,11:48:50,0,65535,0,1

4/21/2015,11:48:51,0,65535,0,1

4/21/2015,11:48:52,0,65535,0,1

4/21/2015,11:48:53,0,65535,0,1

4/21/2015,11:48:54,0,65535,0,1

4/21/2015,11:48:55,0,65535,0,1

4/21/2015,11:48:56,0,65535,0,1

4/21/2015,11:48:57,0,65535,0,1

4/21/2015,11:48:58,0,65535,0,1

4/21/2015,11:48:59,0,65535,0,1

4/21/2015,11:49:0,0,65535,0,1

4/21/2015,11:49:1,0,65535,0,1

4/21/2015,11:49:2,0,65535,0,1

4/21/2015,11:49:3,0,65535,0,1

4/21/2015,11:49:4,0,65535,0,1

4/21/2015,11:49:5,0,65535,0,1

4/21/2015,11:49:6,0,65535,0,2

4/21/2015,11:49:7,0,65535,0,2

4/21/2015,11:49:8,0,65535,0,2

4/21/2015,11:49:9,0,65535,0,2

4/21/2015,11:49:10,0,65535,0,2

4/21/2015,11:49:11,0,65535,0,2

4/21/2015,11:49:12,0,65535,0,2

4/21/2015,11:49:13,0,65535,0,2

4/21/2015,11:49:14,0,65535,0,2

4/21/2015,11:49:15,0,65535,0,2

4/21/2015,11:49:16,0,65535,0,2

4/21/2015,11:49:17,0,65535,0,2

4/21/2015,11:49:18,0,65535,0,2

4/21/2015,11:49:19,0,65535,0,2

4/21/2015,11:49:20,0,65535,0,2

4/21/2015,11:49:21,0,65535,0,2

4/21/2015,11:49:22,0,65535,0,2

4/21/2015,11:49:23,0,65535,0,2

4/21/2015,11:49:24,0,65535,0,2

4/21/2015,11:49:25,0,65535,0,2

4/21/2015,11:49:26,0,65535,0,2

4/21/2015,11:49:27,0,65535,0,2

4/21/2015,11:49:28,0,65535,0,2

4/21/2015,11:49:29,0,65535,0,2

4/21/2015,11:49:30,0,65535,0,2

4/21/2015,11:49:31,0,65535,0,4

4/21/2015,11:49:32,0,65535,0,4

4/21/2015,11:49:33,0,65535,0,4

4/21/2015,11:49:34,0,65535,0,4

4/21/2015,11:49:35,0,65535,0,4

4/21/2015,11:49:36,0,65535,0,4

4/21/2015,11:49:37,0,65535,0,4

4/21/2015,11:49:38,0,65535,0,4

4/21/2015,11:49:39,0,65535,0,4

4/21/2015,11:49:40,0,65535,0,4

4/21/2015,11:49:41,0,65535,0,4

4/21/2015,11:49:42,0,65535,0,4

4/21/2015,11:49:43,0,65535,0,4

4/21/2015,11:49:44,0,65535,0,4

4/21/2015,11:49:45,0,65535,0,4

4/21/2015,11:49:46,0,65535,0,4

4/21/2015,11:49:47,0,65535,0,4

4/21/2015,11:49:48,0,65535,0,4

4/21/2015,11:49:49,0,65535,0,4

4/21/2015,11:49:50,0,65535,0,4

4/21/2015,11:49:51,0,65535,0,4

4/21/2015,11:49:52,0,65535,0,4

4/21/2015,11:49:53,0,65535,0,4

4/21/2015,11:49:54,0,65535,0,4

4/21/2015,11:49:55,0,65535,0,4

4/21/2015,11:49:56,0,65535,0,4

4/21/2015,11:49:57,0,65535,0,4

4/21/2015,11:49:58,0,65535,0,4

