#Timestamp-Hour:Minute:Second:Millisecond, Current Scene Index, (xPos, yPos, zPos), (wRot, xRot, yRot, zRot)
20:24:49:522, 3, (216.5882, 1.01, 81.78011), (0.7414854, 0, 0.6709691, 0)

20:24:51:879, 1, (996.9645, 48.57709, 1194.912), (-0.2657272, 0, 0.9640483, 0)

20:24:53:148, 1, (988.4457, 48.68365, 1179.497), (-0.957781, 0, 0.2874989, 0)

20:24:55:220, 1, (977.4432, 49.19853, 1182.584), (0.181307, 0, 0.9834266, 0)

20:24:56:458, 2, (0, 0, 0), (0, 0, 0, 0)

20:24:57:458, 2, (0, 0, 0), (0, 0, 0, 0)

20:24:58:458, 2, (0, 0, 0), (0, 0, 0, 0)

20:25:1:671, 4, (-326.4802, 214.0124, 649.3565), (0.5317723, 0, 0.8468874, 0)

20:25:2:675, 4, (-301.9617, 216.795, 635.1465), (0.5317723, 0, 0.8468874, 0)

20:25:3:658, 4, (-223.4531, 228.961, 596.0824), (0.5352293, 0, 0.8447068, 0)

20:25:4:663, 4, (-114.3078, 245.9426, 540.728), (0.5352293, 0, 0.8447068, 0)

20:25:5:663, 4, (-42.76928, 254.0234, 471.1551), (-0.2360138, 0, 0.9717497, 0)

20:25:6:667, 4, (-74.90789, 277.1736, 400.0975), (-0.1703066, 0, 0.9853911, 0)

20:25:7:671, 4, (-123.2337, 310.6964, 297.759), (-0.227068, 0, 0.9738789, 0)

20:25:8:671, 4, (-188.387, 357.0981, 155.2991), (-0.2169426, 0, 0.9761844, 0)

20:25:9:659, 4, (-316.8754, 369.0207, 103.709), (-0.6688037, 0, 0.7434391, 0)

20:25:10:658, 4, (-494.6532, 369.0207, 53.49416), (-0.5412753, 0, 0.8408455, 0)

20:25:11:663, 4, (-575.7561, 390.3727, 5.819716), (-0.4439517, 0, 0.8960507, 0)

20:25:12:667, 4, (-686.9117, 405.3083, -62.584), (-0.4439517, 0, 0.8960507, 0)

20:25:13:671, 4, (-797.1548, 405.3024, -180.6295), (-0.2815147, 0, 0.9595569, 0)

20:25:14:671, 4, (-819.0487, 405.2472, -309.1828), (-0.1136199, 0, 0.9935243, 0)

20:25:15:659, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:25:16:659, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:25:17:663, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:25:18:667, 4, (-826.1044, 405.2472, -350.6597), (0.01836764, 0, 0.9998313, 0)

20:25:19:667, 4, (-826.1044, 405.2472, -350.6597), (-0.2878037, 0, 0.9576894, 0)

20:25:20:687, 4, (-826.1044, 405.2472, -350.6597), (0.477173, 0, 0.8788094, 0)

20:25:21:659, 4, (-826.1044, 405.2472, -350.6597), (0.2501195, 0, 0.968215, 0)

20:25:22:659, 4, (-826.1045, 405.2472, -350.6597), (0.2163861, 0, 0.9763079, 0)

20:25:23:663, 4, (-826.1045, 405.2472, -350.6597), (0.2163861, 0, 0.9763079, 0)

20:25:24:667, 4, (-826.1045, 405.2472, -350.6597), (0.2909909, 0, 0.9567258, 0)

20:25:25:667, 4, (-819.0487, 405.2472, -309.1828), (0.2957235, 0, 0.9552736, 0)

20:25:26:671, 4, (-819.0487, 405.2472, -309.1828), (0.3011307, 0, 0.9535829, 0)

20:25:27:671, 4, (-819.0487, 405.2472, -309.1828), (-0.1103736, 0, 0.9938902, 0)

20:25:28:659, 4, (-826.1044, 405.2472, -350.6597), (0.2159934, 0, 0.9763948, 0)

20:25:29:663, 4, (-826.1044, 405.2472, -350.6597), (0.780063, 0, 0.625701, 0)

